text,created_at,location,friends_count,sentiment,gender,tweet_classification,age,emotion,sufferingChronic,group,Topic,severity,Remedies,Trying Home remedies with drugs
am every night insomnia,2020-07-14 13:04:18+00:00,upper balance scale,349,neutral,male,Individual,19-29,sadness,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"well rip i just stayed up all night for the th night in a row
fuck my life nosleep insomnia icantfuckingsleepgodhelpme",2020-07-14 12:59:52+00:00,,92,negative,male,Individual,<=18,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
iphone apps thatll help you get over insomnia iphone insomnia,2020-07-14 12:52:11+00:00,,4267,neutral,female,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
looping and looping i cant sleep have you watched gfriend apple mv yet memes memesdaily insomnia,2020-07-14 12:33:00+00:00,,1317,neutral,male,Individual,19-29,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
my cant sleep at am thoughts are shit company insomnia allbadthoughts why,2020-07-14 12:18:10+00:00,Los Angeles,453,negative,female,Individual,<=18,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
"new heartbeat stream  
binxtv pathtoaffiliate twitch twitchstreamer",2020-07-14 12:15:28+00:00,,77,positive,male,Individual,>=40,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
toohightuesdayzrt bigboi x sleepybrownatl cantsleep on deck nowthebigsleepover dungeonfamily,2020-07-14 12:09:59+00:00,"Stankonia , GA",3944,neutral,male,Individual,>=40,amusement,no,0,3,Severe,Trying Therapies including drugs,Yes
i cant stress enough how miserable this is wear a fucking mask itsam cantsleep covid wearamask,2020-07-14 12:02:04+00:00,"Tacoma, WA",1133,negative,female,Individual,19-29,awe,yes,0,0,Moderate,No clarity on remedies - Looking for help,No
"float to sleep tonight with a soothing meditation 
the insighttimer app is free to use",2020-07-03 19:48:07+00:00,"Cirencester, England",4070,positive,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
time travel to sleep tonight in this sleep story to help you drift off wednesday sleep,2020-07-03 19:33:55+00:00,"Cirencester, England",4070,neutral,male,Individual,>=40,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
"fall asleep fast tonight 
wednesdaymorning wednesday sleep sleepmeister peace",2020-07-03 19:32:31+00:00,"Cirencester, England",4070,positive,male,Individual,>=40,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
if you dont drop off within minutes get up and do something relaxing such as reading until you feel tired sleep insomnia,2020-07-03 19:20:04+00:00,London  #Insomnia #Sleep,194,negative,male,Individual,>=40,awe,yes,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
whos watching faithless on youtube right nowwhat a tune icantsleep insomnia,2020-07-03 19:17:51+00:00,,3161,positive,male,Individual,>=40,indifference,no,0,2,Severe,Not trying any remedies - Worried about next day,No
are you ready im leading up to a strange time it has been building up for weeks leave me alone but dont leave,2020-07-03 19:11:25+00:00,,0,positive,male,Individual,<=18,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
happy independence day free yourself from worry stress anxiety insomnia pain the natural way no drugs,2020-07-03 18:57:59+00:00,Skype with me from anywhere!,879,positive,male,Individual,19-29,awe,yes,0,4,Mild,Trying Home or Drug remedies,No
im so sorry for disturbing you at this time bornfreeonekiss are you sleep now i cant sleep now insomnia,2020-07-03 18:31:50+00:00,ĩה [Over the Rain's Waterfall],267,negative,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
friday juju lupus autoimmune chronicillness invisibleillness sjogrens fibro endo reynauds migraines,2020-07-03 18:21:20+00:00,"Phoenix, AZ",996,neutral,female,Individual,<=18,negative-fear,yes,0,2,Severe,Not trying any remedies - Worried about next day,No
when i state that im constantly exhausted and they try to hit me with advice like stop scrolling on ig until,2020-07-03 18:11:29+00:00,,11,negative,female,Individual,>=40,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
in the second week of treatment with dr kristy i noticed my quality of sleep improving by the th week i felt i co,2020-07-03 18:01:39+00:00,"Jacksonville, FL",546,neutral,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
insomnia types  acute insomnia chronic insomnia comorbid insomnia onset insomnia maintenance insom,2020-07-03 17:43:43+00:00,Calgary,183,positive,female,Individual,>=40,negative-fear,yes,0,2,Severe,Not trying any remedies - Worried about next day,Yes
is the new pm insomnia,2020-07-03 17:21:59+00:00,Shadows,782,positive,male,Individual,<=18,sadness,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
im not sad anymore just tired of this place lostsoul depression depressionquotes tired setmefree letgo insomnia wearetired,2020-07-03 17:13:37+00:00,Lost somewhere,4,negative,male,Individual,<=18,sadness,yes,0,4,Mild,Trying Home or Drug remedies,No
"a solid nights sleep is a wonderous thing
also rare these days
insomnia",2020-07-03 17:06:18+00:00,Pacific Northwest USA,7244,positive,female,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
i must not nap i must not nap napattack naps sleepy insomnia,2020-07-03 16:59:19+00:00,london,135,neutral,female,Individual,19-29,amusement,no,0,3,Severe,Trying Therapies including drugs,No
all of it do i need help anxiety overthinking panicattacks headaches insomnia memoryissues avoidance,2020-07-03 16:50:54+00:00,,16,neutral,male,Individual,19-29,awe,yes,0,0,Moderate,No clarity on remedies - Looking for help,No
of people living with depression experience insomnia sleep problems are the biggest predictor of recurrence,2020-07-03 16:45:04+00:00,"Tampa, FL, US, 33604",41,neutral,male,Individual,19-29,sadness,yes,0,3,Severe,Trying Therapies including drugs,No
much needed in these stressful times worth reading and implementing sleepwell sleepy insomnia,2020-07-03 16:44:29+00:00,India,52,positive,male,Individual,19-29,awe,yes,0,3,Severe,Trying Therapies including drugs,No
according to the national institutes of health approximately of the population has complained of,2020-07-03 16:38:01+00:00,"Brooklyn, NY",3463,negative,male,Individual,>=40,negative-fear,no,0,0,Moderate,No clarity on remedies - Looking for help,No
i put away a whole bottle of brandy last night and still didnt manage to get any sleep so as much as it goes ag,2020-07-03 16:35:22+00:00,"Edinburgh, Scotland",630,positive,male,Individual,30-39,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
companions make insomnia bearable drawingoftheday inkdrawing insomnia simpledrawing kitty companionship,2020-07-03 16:01:16+00:00,,32,neutral,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
a new study evaluates the feasibility and acceptability of internetbased cognitive behavioral therapy for,2020-07-03 15:52:12+00:00,"New Rochelle, NY",4977,positive,male,Individual,>=40,amusement,no,0,3,Severe,Trying Therapies including drugs,Yes
when life gets you feeling like this its not always easy to find your way through it but one knows its gotta,2020-07-03 15:36:33+00:00,,469,positive,male,Individual,30-39,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
insomnia and alcohol consumption linked to adhd symptoms psychiatryadv,2020-07-03 15:31:32+00:00,"Rochester, MN",863,neutral,male,Individual,>=40,negative-fear,no,0,3,Severe,Trying Therapies including drugs,No
online mindfulness therapy for insomnia and sleep anxiety visit,2020-07-03 14:10:03+00:00,"Boulder CO, USA",28730,neutral,male,Individual,>=40,awe,yes,0,3,Severe,Trying Therapies including drugs,No
"dream these are real dreams sadly 
soundtrack joy division oven gloves by half man half biscuit",2020-07-03 13:50:33+00:00,,805,positive,male,Individual,>=40,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
why has my body insisted on waking up at am for a whole two weeks now insomnia,2020-07-03 13:49:27+00:00,"Aberdeen, WA",583,positive,male,Individual,>=40,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,Yes
new pb this week averaging hrs a night insomnia,2020-07-03 13:41:37+00:00,"Manchester, England",375,positive,male,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"my body nausea headaches me ok sleep then bitch body no 
insomnia",2020-07-03 13:30:10+00:00,,444,positive,male,Individual,>=40,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
migraines and insomnia most of my migraines are triggered by not enough sleep and my sleep issues can be subs,2020-07-03 13:09:00+00:00,Australia.,1965,positive,female,Individual,<=18,negative-fear,no,0,2,Severe,Not trying any remedies - Worried about next day,No
new episode now available i havent slept well the past few days,2020-07-03 13:05:41+00:00,"Preston, England",167,positive,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
its easy to fall asleep in class but hard to in bed true sober whileyouweresleeping insomnia teamfollowback rocktheretweet,2020-07-03 13:03:43+00:00,,56,positive,female,Individual,<=18,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"treat your anxiety in cardiff 
sexualdysfunction breathless fear depression ocd",2020-07-03 12:33:08+00:00,"Cardiff, U.K.",2981,neutral,male,Individual,<=18,amusement,yes,0,4,Mild,Trying Home or Drug remedies,No
are you struggling to fall asleep at night do you wake up several times during the night try these top tips to r,2020-07-03 12:21:04+00:00,,73,positive,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
yep mostly i pray n keep busy with dikhr n duass insomnia,2020-07-20 18:42:13+00:00,London,136,positive,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"ive got a new blog post today on the dangers of emfs on your health learn more today
emfs radiation",2020-07-20 18:32:33+00:00,,128,positive,male,Individual,19-29,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
yessir monday motivation declare these affirmations out loud make it a great day lupus autoimmune,2020-07-20 18:27:31+00:00,"Phoenix, AZ",996,positive,female,Individual,<=18,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
when youre still awake at this hour and you know youre not gonna sleep the whole night insomnia,2020-07-20 18:20:21+00:00,"Kota Surabaya, Jawa Timur",311,positive,female,Individual,19-29,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
cantsleep,2020-07-20 18:02:37+00:00,s/h,523,neutral,male,Individual,<=18,happy,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
battling a bout of insomia buy some morphe at am makeup cantsleep,2020-07-20 17:44:52+00:00,"Columbus, Ohio",332,neutral,female,Individual,19-29,indifference,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
its almost am and im almost ready to finally sleep lockdownlife insomnia,2020-07-20 17:44:40+00:00,At home until further notice,515,positive,female,Individual,>=40,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
i am chronically sleepdeprived and when i find something that is going to help me sleep better i definitely want,2020-07-20 17:16:27+00:00,"Roseville, California",126,positive,female,Individual,>=40,awe,yes,0,0,Moderate,No clarity on remedies - Looking for help,No
try to sleep in a room below degrees and not above if you can help it this will help your insomnia sleep thesleepcoach,2020-07-20 16:55:06+00:00,London and Global,465,neutral,female,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
tsh can be normal even with hypothyroid symptoms depression insomnia fatigue hair loss constipation,2020-07-20 16:30:15+00:00,Florida,113,positive,male,Individual,>=40,sadness,yes,0,3,Severe,Trying Therapies including drugs,No
help you to sleep like an angel sleep sounds rain amp thunderstorm focus relax sleep hours,2020-07-20 15:55:53+00:00,,10,neutral,female,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
does anyone wake up feeling refreshed im constantly tired share ur tips with me insomnia,2020-07-20 15:36:57+00:00,,88,negative,male,Individual,19-29,amusement,yes,0,4,Mild,Trying Home or Drug remedies,No
melatonin lavender pillow spray lavender amp eucalyptus oil in defuser nature sounds,2020-07-07 02:15:50+00:00,,378,neutral,female,Individual,19-29,amusement,yes,0,0,Moderate,No clarity on remedies - Looking for help,No
took my st pill and feeling good about to take the melatonin and soon ill be sleeping like a viking,2020-07-07 02:15:43+00:00,"Union, NEW JERSEY",1865,positive,male,Individual,>=40,amusement,yes,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
sharmonay_ yeah chy ready give these kids some melatonin and send there asses to bed bored waiting on my food to finish,2020-07-07 02:15:16+00:00,,945,negative,female,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
im soaking again in a dr teals pure epsom salt melatonin sleep soak with an essential oil blend it contains pur,2020-07-07 02:14:59+00:00,United States,1181,positive,male,Individual,19-29,awe,no,0,4,Mild,Trying Home or Drug remedies,No
is my anxiety stronger than max strength melatonin gummies,2020-07-07 02:10:18+00:00,,314,neutral,male,Individual,>=40,awe,yes,0,2,Severe,Not trying any remedies - Worried about next day,No
this melatonin is kicking in,2020-07-07 02:09:52+00:00,Georgia,508,neutral,female,Individual,19-29,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
was gonna make a joke that was like what is this facebook ad doing narrating all my first dates but im laugfh,2020-07-07 02:09:23+00:00,SoDak/Minn,992,positive,male,Individual,19-29,amusement,no,0,4,Mild,Trying Home or Drug remedies,Yes
melatonin amp lavender essential oil has me going to bed when its still bright outside,2020-07-07 02:09:21+00:00,"Tulsa, OK",157,positive,male,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
me taking melatonin is great because i love sleep but also like makes me want it to be pm all the time,2020-07-07 02:08:45+00:00,on the road again ,673,positive,female,Individual,>=40,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
im bored and cant find anything to watch im just gonna eat all my melatonin gummies and put on chopped,2020-07-07 02:08:44+00:00,24 // they // 5sdc,665,negative,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
wearelegion insomnia sucks,2020-07-07 02:08:17+00:00,,163,negative,male,Individual,>=40,sadness,no,0,2,Severe,Not trying any remedies - Worried about next day,Yes
my melatonin dependence and caffeine addiction meeting up to ruin my brain,2020-07-07 02:08:05+00:00,,194,neutral,female,Individual,>=40,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
ahh hello insomnia welcome back ive not seen you for a while oh youve brought a friend with you hi there,2020-07-07 02:07:45+00:00,"Margate, England",516,positive,female,Individual,19-29,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
i was a bit too confident in my self control when buying melatonin gummies in unrelated news goodnight until thursday probably,2020-07-07 02:07:32+00:00,United States,81,positive,female,Individual,19-29,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
wearelegion same its just over am rn insomnia,2020-07-07 02:07:26+00:00,,31,neutral,male,Individual,>=40,sadness,no,0,2,Severe,Not trying any remedies - Worried about next day,No
late late night anonradio for all my fellow insomnia sufferers out there who cant sleep like myself,2020-07-07 02:06:47+00:00,Interwebs ,512,negative,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
all women do unfortunately women of color people of colorare at a genetic disadvantagethey know vitamin d power,2020-07-07 02:06:11+00:00,,1725,negative,female,Individual,<=18,awe,no,0,4,Mild,Trying Home or Drug remedies,Yes
popping pills and getting my drank on in the club  melatonin  sleepy time peach tea bed where ive,2020-07-07 02:05:43+00:00,bwow VI CANT SYATH,1254,neutral,male,Individual,>=40,amusement,yes,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
colinpop what are the side effects of melatonin i pop them like candy am i going to die,2020-07-07 02:05:40+00:00,,283,neutral,female,Individual,19-29,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
santanaswag do dis instead we recommend it to our patients instead of melatonin,2020-07-07 02:05:36+00:00,,361,neutral,male,Individual,30-39,negative-fear,no,0,3,Severe,Trying Therapies including drugs,Yes
bout to drop a mixtape named doobies and melatonin,2020-07-07 02:03:56+00:00,,378,neutral,male,Individual,19-29,indifference,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
can_not_decide that is super trempting but i already took a melatonin and xanax at a cheap hotel i found in china,2020-07-07 02:03:20+00:00,Washington D.C.,162,positive,male,Individual,>=40,indifference,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
took some melatonin gummies and then decided i wanted to work on a review i need to not do that in the future,2020-07-07 02:03:13+00:00,"Cleveland, OH",1273,neutral,male,Individual,19-29,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
letsnoughttry its aliens just have a melatonin and sleep through it,2020-07-07 02:02:48+00:00,"Maine, USA",440,neutral,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
confession i take my melatonin gummies more as a late night snack than a way to go to sleep,2020-07-07 02:02:30+00:00,,144,positive,female,Individual,19-29,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
im trying to stop taking melatonin and its boiled down to sleep or dealing with side effects,2020-07-07 02:02:03+00:00,,197,negative,male,Individual,19-29,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
melatonin gummies and xn for dinner,2020-07-07 02:01:42+00:00,proud transgender woman,128,neutral,female,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
brought the melatonin bath salt its heaven,2020-07-07 02:01:38+00:00,"Fort Lauderdale , Fl",531,neutral,female,Individual,<=18,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
my favorite activity is over caffeinating myself throughout the day and having to take melatonin at night bc i cant sleep,2020-07-07 02:01:30+00:00,,145,positive,female,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
my mental health is slowly slipping back to where it was in i want to eat a whole bottle of melatonin gummies and sleep forever,2020-07-07 02:01:25+00:00,,330,neutral,male,Individual,19-29,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
good news the melatonin worked so i wont be up until am again hehe gnight pls join my hyyh fansign page go on,2020-07-07 02:00:51+00:00,she/her 18,867,positive,male,Individual,<=18,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
the cryptochrome genes are known primarily as key components of the circadian pacemaker ultimately involved in co,2020-07-07 02:00:36+00:00,Barcelona and San Francisco,5000,neutral,male,Individual,30-39,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
sarahavdakov my melatonin dreams are already thrilling enough have fun with that,2020-07-07 02:00:29+00:00,"Ohio, USA",99,positive,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
cnn and twitter catchup so used to it now insomnia,2020-07-07 02:00:25+00:00,"Limerick, Ireland",1733,neutral,female,Individual,>=40,amusement,no,0,3,Severe,Trying Therapies including drugs,Yes
sundae_gurl dammit i knew i shouldnt have washed down that ambien with a bottle of wine before tanning,2020-07-07 02:00:09+00:00,,4049,negative,male,Individual,>=40,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
structuredsucc meditation with a recording of crickets amp a combo of cbd amp melatonin,2020-07-07 01:59:37+00:00,"Maryland, D.C. Surburbia",197,neutral,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
boutta down this melatonin with a whiteclaw lgii,2020-07-07 01:58:17+00:00,1 of 1,695,negative,male,Individual,<=18,happy,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
i just woke up and made tea and put melatonin it clearly i dont feel like being awake,2020-07-07 01:54:53+00:00,,76,positive,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
i hope this melatonin kicks in soon,2020-07-07 01:53:53+00:00,"Danville, VA",112,neutral,female,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
"my doctor you can take a low dose of melatonin with your anxiety meds to help you sleep better
me finally ill be",2020-07-07 01:53:43+00:00,"Napoleon, OH",1470,neutral,female,Individual,19-29,awe,yes,0,4,Mild,Trying Home or Drug remedies,No
if i get really high and take melatonin it should carry into the next day right,2020-07-07 01:53:34+00:00,The Primum Mobile,396,positive,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
this melatonin epsom salt works wonders i be sleeping like a baby,2020-07-07 01:53:24+00:00,"Dallas, TX ",1684,neutral,male,Individual,<=18,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
the sound of rain is auditory melatonin for me,2020-07-07 01:52:28+00:00,"803🌴 ➡️ 678, 404, 770🍑 ",1422,positive,male,Individual,>=40,negative-fear,no,0,2,Severe,Not trying any remedies - Worried about next day,No
had a dream kid cudi was humming on my asshole bouta pop another ambien and get whats mine,2020-07-07 01:51:00+00:00,,19,neutral,female,Individual,<=18,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
john macdonald destiny intermezzo,2020-07-07 01:50:55+00:00,,5,neutral,male,Individual,>=40,amusement,no,0,3,Severe,Trying Therapies including drugs,No
had to buy myself some melatonin i dont know what sleep is these days,2020-07-07 01:50:43+00:00,"Mississippi, USA",3267,neutral,male,Individual,<=18,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
lmaoo they out here sipping melatonin outta sprites,2020-07-07 01:50:15+00:00,"Louisville, KY",920,neutral,male,Individual,19-29,annoyance,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
alien_grunge ianoxford melatonin do absolutely nothing need to move to horse tranquilizers,2020-07-07 01:49:53+00:00,Between heaven and hell,4137,positive,male,Individual,19-29,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
melatonin bubble bathe,2020-07-07 01:49:49+00:00,,128,neutral,female,Individual,30-39,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
phantomleads you should try to take melatonin i started taking that instead of sleeping pills because its a healt,2020-07-07 01:49:28+00:00,,418,neutral,female,Individual,<=18,awe,yes,0,2,Severe,Not trying any remedies - Worried about next day,Yes
slippin into my fav jammies and taking a melatonin tablet getting wrecked,2020-07-07 01:49:00+00:00,,1281,neutral,female,Individual,<=18,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
witchywife baileyblair the other night i was loaded up on melatonin and magnesium and had some herbal tea and,2020-07-07 01:48:27+00:00,"Wichita, KS",300,negative,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
finally went and bought myself some melatonin gummies bc geeze as tired as i always am i can never fall asleep,2020-07-07 01:47:37+00:00,,75,negative,female,Individual,<=18,awe,yes,0,0,Moderate,No clarity on remedies - Looking for help,No
watched murders twitter recently georgefloyd amp yesterday jamesgarcia both at the hands of american policemen,2020-07-07 01:47:13+00:00,Planet Earth,761,neutral,male,Individual,>=40,anger,no,0,4,Mild,Trying Home or Drug remedies,No
my child gonna have melatonin mixed into they dinner,2020-07-07 01:46:46+00:00,,110,neutral,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
im seriously buying this dog melatonin for chanel bad ass,2020-07-07 01:46:38+00:00,Trap House (In The Kitchen) ,702,negative,female,Individual,19-29,amusement,no,0,4,Mild,Trying Home or Drug remedies,Yes
stopvaccinating and vitamin d also melatonin,2020-07-07 01:46:01+00:00,"Hamburg, Germany",1700,neutral,male,Individual,19-29,awe,no,0,4,Mild,Trying Home or Drug remedies,Yes
dayfiance stephanie is human ambien,2020-07-07 01:45:50+00:00,,107,neutral,male,Individual,30-39,sadness,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
soo im gonna take a melatonin with an energy drink and see if i explode or if some crazy magical shit happens,2020-07-07 01:45:02+00:00,ATL ,27,negative,female,Individual,19-29,awe,no,0,4,Mild,Trying Home or Drug remedies,No
taking melatonin and drinking caffeine is the human equivalent of taking a screenshot showerthoughts,2020-07-07 01:44:54+00:00,"Cherry Hill, NJ",273,neutral,male,Individual,<=18,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
another night without melatonin gummies,2020-07-07 01:44:48+00:00,s/h,159,neutral,female,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
gone off this melatonin finna snooze,2020-07-07 01:44:26+00:00,Michigan,193,neutral,male,Individual,19-29,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
"ontarioisproud in reality the kind of garbage intellectual adjustments made daily by this racist is her job
hatr",2020-07-07 01:43:05+00:00,,423,positive,male,Individual,<=18,awe,no,0,4,Mild,Trying Home or Drug remedies,Yes
ima try this melatonin again bc i just noticed the back said take two and im pretty sure i was taking onejust took lol,2020-07-07 01:42:34+00:00,,517,positive,male,Individual,<=18,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
just took some melatonin ill let u guys know how fucked up i get,2020-07-07 01:42:32+00:00,,235,negative,male,Individual,<=18,awe,no,0,4,Mild,Trying Home or Drug remedies,No
pack of melatonin as low as,2020-07-07 01:41:39+00:00,South Florida,3083,neutral,male,Individual,19-29,awe,no,0,4,Mild,Trying Home or Drug remedies,Yes
mg fast dissolve melatonin under the tongue to hit the blood stream fast,2020-07-07 01:39:54+00:00,,383,positive,male,Individual,>=40,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,Yes
i think im gonna make a sandwich full of melatonin gummies and pray i dont wake up,2020-07-07 01:38:31+00:00,,287,positive,male,Individual,19-29,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
flushes melatonin down the toilet dreamwithharry,2020-07-07 01:38:24+00:00,,809,negative,female,Individual,19-29,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
tomilahren tomi you are ambien tweeting again cc therealroseanne,2020-07-07 01:38:20+00:00,,940,neutral,male,Individual,30-39,awe,no,0,4,Mild,Trying Home or Drug remedies,No
emmasfineline im replacing my melatonin with harry,2020-07-07 01:38:16+00:00,,17,neutral,male,Individual,19-29,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
i havent slept good in days i legit had anesthesia earlier and knew id sleep tonight easy ambien no,2020-07-07 01:37:45+00:00,,96,positive,female,Individual,<=18,awe,no,0,4,Mild,Trying Home or Drug remedies,No
like should i stay up and watch movies or take melatonin and catch up on some bomb sleep,2020-07-07 01:37:12+00:00,,199,neutral,male,Individual,19-29,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
leishenki im glad you learned that now melatonin can be a tricky thing for you to take such a small dosage do y,2020-07-07 01:36:27+00:00,Lexington,456,positive,female,Individual,19-29,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
nobody trying to talk before i take my melatonin for the night right,2020-07-07 02:16:28+00:00,Florida,1497,positive,male,Individual,19-29,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
i literally didnt sleep all day i need to start on melatonin,2020-07-07 02:17:07+00:00,"Memphis, TN",254,neutral,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
bitch i got melatonin everything ima get some sleep bitch,2020-07-07 02:17:21+00:00,htx.,946,neutral,male,Individual,<=18,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
yourdesaire i miss my dollar dessert at intermezzo,2020-07-07 02:18:15+00:00,,79,neutral,male,Individual,30-39,indifference,no,0,3,Severe,Trying Therapies including drugs,No
ill take melatonin please,2020-07-07 02:18:16+00:00,,394,negative,male,Individual,19-29,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
i miss being able to sleep longer then hours nosleep insomnia tired layinghere staringintospace bpd anxious,2020-07-07 02:18:56+00:00,United States,278,negative,female,Individual,<=18,awe,yes,0,4,Mild,Trying Home or Drug remedies,No
i took two melatonin and i still cant fall asleep my mind and body is totally confused at this point,2020-07-07 02:20:26+00:00,,298,negative,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
my dad threw away the melatonin pills wtf,2020-07-07 02:20:50+00:00,"Texas, USA",533,negative,female,Individual,19-29,amusement,yes,0,2,Severe,Not trying any remedies - Worried about next day,Yes
children sleeplessness insomnia with a high percentage of children not being able to sleep at night this warm,2020-07-15 17:06:09+00:00,"Vancouver, BC",47282,positive,male,Individual,>=40,awe,no,0,4,Mild,Trying Home or Drug remedies,No
